code,name,display
6994.T,指月電機製作所,指月電機製作所 (6994.T)
6995.T,東海理化電機製作所,東海理化電機製作所 (6995.T)
6996.T,ニチコン,ニチコン (6996.T)
6997.T,日本ケミコン,日本ケミコン (6997.T)
6998.T,日本タングステン,日本タングステン (6998.T)
6999.T,ＫＯＡ,ＫＯＡ (6999.T)
7003.T,三井Ｅ＆Ｓ,三井Ｅ＆Ｓ (7003.T)
7004.T,カナデビア,カナデビア (7004.T)
7011.T,三菱重工業,三菱重工業 (7011.T)
7012.T,川崎重工業,川崎重工業 (7012.T)
7013.T,ＩＨＩ,ＩＨＩ (7013.T)
7014.T,名村造船所,名村造船所 (7014.T)
7018.T,内海造船,内海造船 (7018.T)
7021.T,ニッチツ,ニッチツ (7021.T)
7022.T,サノヤスホールディングス,サノヤスホールディングス (7022.T)
7030.T,スプリックス,スプリックス (7030.T)
7031.T,インバウンドテック,インバウンドテック (7031.T)
7033.T,マネジメントソリューションズ,マネジメントソリューションズ (7033.T)
7034.T,プロレド・パートナーズ,プロレド・パートナーズ (7034.T)
7035.T,ａｎｄ　ｆａｃｔｏｒｙ,ａｎｄ　ｆａｃｔｏｒｙ (7035.T)
7036.T,イーエムネットジャパン,イーエムネットジャパン (7036.T)
7037.T,テノ．ホールディングス,テノ．ホールディングス (7037.T)
7038.T,フロンティア・マネジメント,フロンティア・マネジメント (7038.T)
7039.T,ブリッジインターナショナルグループ,ブリッジインターナショナルグループ (7039.T)
7040.T,サン・ライフホールディング,サン・ライフホールディング (7040.T)
7041.T,ＣＲＧホールディングス,ＣＲＧホールディングス (7041.T)
7042.T,アクセスグループ・ホールディングス,アクセスグループ・ホールディングス (7042.T)
7043.T,アルー,アルー (7043.T)
7044.T,ピアラ,ピアラ (7044.T)
7046.T,ＴＤＳＥ,ＴＤＳＥ (7046.T)
7047.T,ポート,ポート (7047.T)
7048.T,ベルトラ,ベルトラ (7048.T)
7049.T,識学,識学 (7049.T)
7050.T,フロンティアインターナショナル,フロンティアインターナショナル (7050.T)
7056.T,マルク,マルク (7056.T)
7057.T,エヌ・シー・エヌ,エヌ・シー・エヌ (7057.T)
7058.T,共栄セキュリティーサービス,共栄セキュリティーサービス (7058.T)
7059.T,コプロ・ホールディングス,コプロ・ホールディングス (7059.T)
7060.T,ギークス,ギークス (7060.T)
7061.T,日本ホスピスホールディングス,日本ホスピスホールディングス (7061.T)
7062.T,フレアス,フレアス (7062.T)
7063.T,Ｂｉｒｄｍａｎ,Ｂｉｒｄｍａｎ (7063.T)
7064.T,ハウテレビジョン,ハウテレビジョン (7064.T)
7065.T,ユーピーアール,ユーピーアール (7065.T)
7066.T,ピアズ,ピアズ (7066.T)
7067.T,ブランディングテクノロジー,ブランディングテクノロジー (7067.T)
7068.T,フィードフォースグループ,フィードフォースグループ (7068.T)
7069.T,サイバー・バズ,サイバー・バズ (7069.T)
7071.T,アンビスホールディングス,アンビスホールディングス (7071.T)
7072.T,インティメート・マージャー,インティメート・マージャー (7072.T)
7073.T,ジェイック,ジェイック (7073.T)
7074.T,トゥエンティーフォーセブンホールディングス,トゥエンティーフォーセブンホールディングス (7074.T)
7075.T,ＱＬＳホールディングス,ＱＬＳホールディングス (7075.T)
7077.T,ＡＬｉＮＫインターネット,ＡＬｉＮＫインターネット (7077.T)
7078.T,ＩＮＣＬＵＳＩＶＥ　Ｈｏｌｄｉｎｇｓ,ＩＮＣＬＵＳＩＶＥ　Ｈｏｌｄｉｎｇｓ (7078.T)
7079.T,ＷＤＢココ,ＷＤＢココ (7079.T)
7080.T,スポーツフィールド,スポーツフィールド (7080.T)
7081.T,コーユーレンティア,コーユーレンティア (7081.T)
7082.T,ジモティー,ジモティー (7082.T)
7083.T,ＡＨＣグループ,ＡＨＣグループ (7083.T)
7084.T,Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ,Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ (7084.T)
7085.T,カーブスホールディングス,カーブスホールディングス (7085.T)
7087.T,ウイルテック,ウイルテック (7087.T)
7088.T,フォーラムエンジニアリング,フォーラムエンジニアリング (7088.T)
7089.T,フォースタートアップス,フォースタートアップス (7089.T)
7090.T,リグア,リグア (7090.T)
7091.T,リビングプラットフォーム,リビングプラットフォーム (7091.T)
7092.T,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ (7092.T)
7093.T,アディッシュ,アディッシュ (7093.T)
7094.T,ＮｅｘＴｏｎｅ,ＮｅｘＴｏｎｅ (7094.T)
7095.T,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ (7095.T)
7096.T,ステムセル研究所,ステムセル研究所 (7096.T)
7097.T,さくらさくプラス,さくらさくプラス (7097.T)
7098.T,エージェント,エージェント (7098.T)
7102.T,日本車輌製造,日本車輌製造 (7102.T)
7105.T,三菱ロジスネクスト,三菱ロジスネクスト (7105.T)
7110.T,クラシコム,クラシコム (7110.T)
7111.T,ＩＮＥＳＴ,ＩＮＥＳＴ (7111.T)
7112.T,キューブ,キューブ (7112.T)
7114.T,フーディソン,フーディソン (7114.T)
7115.T,アルファパーチェス,アルファパーチェス (7115.T)
7116.T,ダイワ通信,ダイワ通信 (7116.T)
7119.T,ハルメクホールディングス,ハルメクホールディングス (7119.T)
7120.T,ＳＨＩＮＫＯ,ＳＨＩＮＫＯ (7120.T)
7122.T,近畿車輛,近畿車輛 (7122.T)
7126.T,グローバルスタイル,グローバルスタイル (7126.T)
7127.T,一家ホールディングス,一家ホールディングス (7127.T)
7128.T,ユニソルホールディングス,ユニソルホールディングス (7128.T)
7129.T,ミアヘルサホールディングス,ミアヘルサホールディングス (7129.T)
7130.T,ヤマエグループホールディングス,ヤマエグループホールディングス (7130.T)
7131.T,のむら産業,のむら産業 (7131.T)
7132.T,フローバル,フローバル (7132.T)
7133.T,ＨＹＵＧＡ　ＰＲＩＭＡＲＹ　ＣＡＲＥ,ＨＹＵＧＡ　ＰＲＩＭＡＲＹ　ＣＡＲＥ (7133.T)
7134.T,アップガレージグループ,アップガレージグループ (7134.T)
7135.T,ジャパンクラフトホールディングス,ジャパンクラフトホールディングス (7135.T)
7136.T,ウェルビングループ,ウェルビングループ (7136.T)
7137.T,グラントマト,グラントマト (7137.T)
7138.T,ＴＯＲＩＣＯ,ＴＯＲＩＣＯ (7138.T)
7139.T,東京高圧山崎,東京高圧山崎 (7139.T)
7140.T,ペットゴー,ペットゴー (7140.T)
7148.T,ＦＰＧ,ＦＰＧ (7148.T)
7150.T,島根銀行,島根銀行 (7150.T)
7157.T,ライフネット生命保険,ライフネット生命保険 (7157.T)
7161.T,じもとホールディングス,じもとホールディングス (7161.T)
7162.T,アストマックス,アストマックス (7162.T)
7164.T,全国保証,全国保証 (7164.T)
7167.T,めぶきフィナンシャルグループ,めぶきフィナンシャルグループ (7167.T)
7170.T,中央インターナショナルグループ,中央インターナショナルグループ (7170.T)
7172.T,ジャパンインベストメントアドバイザー,ジャパンインベストメントアドバイザー (7172.T)
7173.T,東京きらぼしフィナンシャルグループ,東京きらぼしフィナンシャルグループ (7173.T)
7175.T,今村証券,今村証券 (7175.T)
7176.T,シンプレクス・ファイナンシャル・ホールディングス,シンプレクス・ファイナンシャル・ホールディングス (7176.T)
7177.T,ＧＭＯフィナンシャルホールディングス,ＧＭＯフィナンシャルホールディングス (7177.T)
7180.T,九州フィナンシャルグループ,九州フィナンシャルグループ (7180.T)
7181.T,かんぽ生命保険,かんぽ生命保険 (7181.T)
7182.T,ゆうちょ銀行,ゆうちょ銀行 (7182.T)
7183.T,あんしん保証,あんしん保証 (7183.T)
7184.T,富山第一銀行,富山第一銀行 (7184.T)
7185.T,ヒロセ通商,ヒロセ通商 (7185.T)
7186.T,横浜フィナンシャルグループ,横浜フィナンシャルグループ (7186.T)
7187.T,ジェイリース,ジェイリース (7187.T)
7189.T,西日本フィナンシャルホールディングス,西日本フィナンシャルホールディングス (7189.T)
7191.T,イントラスト,イントラスト (7191.T)
7192.T,日本モーゲージサービス,日本モーゲージサービス (7192.T)
7196.T,Ｃａｓａ,Ｃａｓａ (7196.T)
7198.T,ＳＢＩアルヒ,ＳＢＩアルヒ (7198.T)
7199.T,プレミアグループ,プレミアグループ (7199.T)
7201.T,日産自動車,日産自動車 (7201.T)
7202.T,いすゞ自動車,いすゞ自動車 (7202.T)
7203.T,トヨタ自動車,トヨタ自動車 (7203.T)
7205.T,日野自動車,日野自動車 (7205.T)
7208.T,カネミツ,カネミツ (7208.T)
7211.T,三菱自動車工業,三菱自動車工業 (7211.T)
7212.T,エフテック,エフテック (7212.T)
7213.T,レシップホールディングス,レシップホールディングス (7213.T)
7214.T,ＧＭＢ,ＧＭＢ (7214.T)
7215.T,ファルテック,ファルテック (7215.T)
7217.T,テイン,テイン (7217.T)
7218.T,田中精密工業,田中精密工業 (7218.T)
7219.T,エッチ・ケー・エス,エッチ・ケー・エス (7219.T)
7220.T,武蔵精密工業,武蔵精密工業 (7220.T)
7222.T,日産車体,日産車体 (7222.T)
7224.T,新明和工業,新明和工業 (7224.T)
7226.T,極東開発工業,極東開発工業 (7226.T)
7228.T,デイトナ,デイトナ (7228.T)
7229.T,ユタカ技研,ユタカ技研 (7229.T)
7231.T,トピー工業,トピー工業 (7231.T)
7235.T,東京ラヂエーター製造,東京ラヂエーター製造 (7235.T)
7236.T,ティラド,ティラド (7236.T)
7238.T,曙ブレーキ工業,曙ブレーキ工業 (7238.T)
7239.T,タチエス,タチエス (7239.T)
7240.T,ＮＯＫ,ＮＯＫ (7240.T)
7241.T,フタバ産業,フタバ産業 (7241.T)
7242.T,カヤバ,カヤバ (7242.T)
7244.T,市光工業,市光工業 (7244.T)
7245.T,大同メタル工業,大同メタル工業 (7245.T)
7246.T,プレス工業,プレス工業 (7246.T)
7247.T,ミクニ,ミクニ (7247.T)
7250.T,太平洋工業,太平洋工業 (7250.T)
7254.T,ユニバンス,ユニバンス (7254.T)
7255.T,桜井製作所,桜井製作所 (7255.T)
7256.T,河西工業,河西工業 (7256.T)
7259.T,アイシン,アイシン (7259.T)
7261.T,マツダ,マツダ (7261.T)
7264.T,ムロコーポレーション,ムロコーポレーション (7264.T)
7265.T,エイケン工業,エイケン工業 (7265.T)
7266.T,今仙電機製作所,今仙電機製作所 (7266.T)
7267.T,本田技研工業,本田技研工業 (7267.T)
7269.T,スズキ,スズキ (7269.T)
7270.T,ＳＵＢＡＲＵ,ＳＵＢＡＲＵ (7270.T)
7271.T,安永,安永 (7271.T)
7272.T,ヤマハ発動機,ヤマハ発動機 (7272.T)
7273.T,イクヨ,イクヨ (7273.T)
7276.T,小糸製作所,小糸製作所 (7276.T)
7277.T,ＴＢＫ,ＴＢＫ (7277.T)
7278.T,エクセディ,エクセディ (7278.T)
7279.T,ハイレックスコーポレーション,ハイレックスコーポレーション (7279.T)
7280.T,ミツバ,ミツバ (7280.T)
7282.T,豊田合成,豊田合成 (7282.T)
7283.T,愛三工業,愛三工業 (7283.T)
7284.T,盟和産業,盟和産業 (7284.T)
7287.T,日本精機,日本精機 (7287.T)
7291.T,日本プラスト,日本プラスト (7291.T)
7292.T,村上開明堂,村上開明堂 (7292.T)
7294.T,ヨロズ,ヨロズ (7294.T)
7296.T,エフ・シー・シー,エフ・シー・シー (7296.T)
7297.T,カーメイト,カーメイト (7297.T)
7299.T,フジオーゼックス,フジオーゼックス (7299.T)
7305.T,新家工業,新家工業 (7305.T)
7309.T,シマノ,シマノ (7309.T)
7313.T,テイ・エス　テック,テイ・エス　テック (7313.T)
7314.T,小田原機器,小田原機器 (7314.T)
7317.T,松屋アールアンドディ,松屋アールアンドディ (7317.T)
7318.T,セレンディップ・ホールディングス,セレンディップ・ホールディングス (7318.T)
7320.T,Ｓｏｌｖｖｙ,Ｓｏｌｖｖｙ (7320.T)
7322.T,三十三フィナンシャルグループ,三十三フィナンシャルグループ (7322.T)
7325.T,アイリックコーポレーション,アイリックコーポレーション (7325.T)
7326.T,ＳＢＩインシュアランスグループ,ＳＢＩインシュアランスグループ (7326.T)
7327.T,第四北越フィナンシャルグループ,第四北越フィナンシャルグループ (7327.T)
7337.T,ひろぎんホールディングス,ひろぎんホールディングス (7337.T)
7343.T,ブロードマインド,ブロードマインド (7343.T)
7345.T,アイ・パートナーズフィナンシャル,アイ・パートナーズフィナンシャル (7345.T)
7347.T,マーキュリアホールディングス,マーキュリアホールディングス (7347.T)
7350.T,おきなわフィナンシャルグループ,おきなわフィナンシャルグループ (7350.T)
7351.T,グッドパッチ,グッドパッチ (7351.T)
7352.T,ＴＷＯＳＴＯＮＥ＆Ｓｏｎｓ,ＴＷＯＳＴＯＮＥ＆Ｓｏｎｓ (7352.T)
7353.T,ＫＩＹＯラーニング,ＫＩＹＯラーニング (7353.T)
7354.T,ダイレクトマーケティングミックス,ダイレクトマーケティングミックス (7354.T)
7355.T,一寸房,一寸房 (7355.T)
7356.T,Ｒｅｔｔｙ,Ｒｅｔｔｙ (7356.T)
7357.T,ジオコード,ジオコード (7357.T)
7358.T,ポピンズ,ポピンズ (7358.T)
7359.T,東京通信グループ,東京通信グループ (7359.T)
7360.T,オンデック,オンデック (7360.T)
7361.T,ヒューマンクリエイションホールディングス,ヒューマンクリエイションホールディングス (7361.T)
7362.T,Ｔ．Ｓ．Ｉ,Ｔ．Ｓ．Ｉ (7362.T)
7363.T,ベビーカレンダー,ベビーカレンダー (7363.T)
7364.T,琉球アスティーダスポーツクラブ,琉球アスティーダスポーツクラブ (7364.T)
7366.T,ＬＩＴＡＬＩＣＯ,ＬＩＴＡＬＩＣＯ (7366.T)
7367.T,セルム,セルム (7367.T)
7368.T,表示灯,表示灯 (7368.T)
7369.T,メイホーホールディングス,メイホーホールディングス (7369.T)
7370.T,Ｅｎｊｉｎ,Ｅｎｊｉｎ (7370.T)
7371.T,Ｚｅｎｋｅｎ,Ｚｅｎｋｅｎ (7371.T)
7372.T,デコルテ・ホールディングス,デコルテ・ホールディングス (7372.T)
7373.T,アイドマ・ホールディングス,アイドマ・ホールディングス (7373.T)
7374.T,コンフィデンス・インターワークス,コンフィデンス・インターワークス (7374.T)
7375.T,リファインバースグループ,リファインバースグループ (7375.T)
7376.T,ＢＣＣ,ＢＣＣ (7376.T)
7377.T,ＤＮホールディングス,ＤＮホールディングス (7377.T)
7378.T,アシロ,アシロ (7378.T)
7380.T,十六フィナンシャルグループ,十六フィナンシャルグループ (7380.T)
7381.T,ＣＣＩグループ,ＣＣＩグループ (7381.T)
7383.T,ネットプロテクションズホールディングス,ネットプロテクションズホールディングス (7383.T)
7384.T,プロクレアホールディングス,プロクレアホールディングス (7384.T)
7388.T,ＦＰパートナー,ＦＰパートナー (7388.T)
7389.T,あいちフィナンシャルグループ,あいちフィナンシャルグループ (7389.T)
7399.T,ナンシン,ナンシン (7399.T)
7409.T,ＡｅｒｏＥｄｇｅ,ＡｅｒｏＥｄｇｅ (7409.T)
7412.T,アトム,アトム (7412.T)
7413.T,創健社,創健社 (7413.T)
7414.T,小野建,小野建 (7414.T)
7416.T,はるやまホールディングス,はるやまホールディングス (7416.T)
7417.T,南陽,南陽 (7417.T)
7419.T,ノジマ,ノジマ (7419.T)
7420.T,佐鳥電機,佐鳥電機 (7420.T)
7421.T,カッパ・クリエイト,カッパ・クリエイト (7421.T)
7422.T,東邦レマック,東邦レマック (7422.T)
7425.T,初穂商事,初穂商事 (7425.T)
7426.T,山大,山大 (7426.T)
7427.T,エコートレーディング,エコートレーディング (7427.T)
7433.T,伯東,伯東 (7433.T)
7434.T,オータケ,オータケ (7434.T)
7435.T,ナ・デックス,ナ・デックス (7435.T)
7438.T,コンドーテック,コンドーテック (7438.T)
7442.T,中山福,中山福 (7442.T)
7443.T,横浜魚類,横浜魚類 (7443.T)
7444.T,ハリマ共和物産,ハリマ共和物産 (7444.T)
7445.T,ライトオン,ライトオン (7445.T)
7446.T,東北化学薬品,東北化学薬品 (7446.T)
7447.T,ナガイレーベン,ナガイレーベン (7447.T)
7450.T,サンデー,サンデー (7450.T)
7453.T,良品計画,良品計画 (7453.T)
7455.T,パリミキホールディングス,パリミキホールディングス (7455.T)
7456.T,松田産業,松田産業 (7456.T)
7458.T,第一興商,第一興商 (7458.T)
7459.T,メディパルホールディングス,メディパルホールディングス (7459.T)
7460.T,ヤギ,ヤギ (7460.T)
7461.T,キムラ,キムラ (7461.T)
7462.T,ＣＡＰＩＴＡ,ＣＡＰＩＴＡ (7462.T)
7463.T,アドヴァングループ,アドヴァングループ (7463.T)
7464.T,セフテック,セフテック (7464.T)
7466.T,ＳＰＫ,ＳＰＫ (7466.T)
7467.T,萩原電気ホールディングス,萩原電気ホールディングス (7467.T)
7472.T,鳥羽洋行,鳥羽洋行 (7472.T)
7475.T,アルビス,アルビス (7475.T)
7476.T,アズワン,アズワン (7476.T)
7477.T,ムラキ,ムラキ (7477.T)
7480.T,スズデン,スズデン (7480.T)
7481.T,尾家産業,尾家産業 (7481.T)
7482.T,シモジマ,シモジマ (7482.T)
7483.T,ドウシシャ,ドウシシャ (7483.T)
7486.T,サンリン,サンリン (7486.T)
7487.T,小津産業,小津産業 (7487.T)
7490.T,日新商事,日新商事 (7490.T)
7494.T,コナカ,コナカ (7494.T)
7500.T,西川計測,西川計測 (7500.T)
7501.T,ティムコ,ティムコ (7501.T)
7502.T,プラザホールディングス,プラザホールディングス (7502.T)
7504.T,高速,高速 (7504.T)
7505.T,扶桑電通,扶桑電通 (7505.T)
7506.T,ハウス　オブ　ローゼ,ハウス　オブ　ローゼ (7506.T)
7508.T,Ｇ‐７ホールディングス,Ｇ‐７ホールディングス (7508.T)
7509.T,アイエーグループ,アイエーグループ (7509.T)
7510.T,たけびし,たけびし (7510.T)
7512.T,イオン北海道,イオン北海道 (7512.T)
7513.T,コジマ,コジマ (7513.T)
7514.T,ヒマラヤ,ヒマラヤ (7514.T)
7515.T,マルヨシセンター,マルヨシセンター (7515.T)
7516.T,コーナン商事,コーナン商事 (7516.T)
7520.T,エコス,エコス (7520.T)
7521.T,ムサシ,ムサシ (7521.T)
7522.T,ワタミ,ワタミ (7522.T)
7523.T,アールビバン,アールビバン (7523.T)
7524.T,マルシェ,マルシェ (7524.T)
7525.T,リックス,リックス (7525.T)
7527.T,システムソフト,システムソフト (7527.T)
7531.T,清和中央ホールディングス,清和中央ホールディングス (7531.T)
7532.T,パン・パシフィック・インターナショナルホールディングス,パン・パシフィック・インターナショナルホールディングス (7532.T)
7537.T,丸文,丸文 (7537.T)
7538.T,大水,大水 (7538.T)
7539.T,アイナボホールディングス,アイナボホールディングス (7539.T)
7544.T,スリーエフ,スリーエフ (7544.T)
7545.T,西松屋チェーン,西松屋チェーン (7545.T)
7550.T,ゼンショーホールディングス,ゼンショーホールディングス (7550.T)
75505.T,ゼンショーホールディングス第１回社債型種類株式,ゼンショーホールディングス第１回社債型種類株式 (75505.T)
7551.T,ウェッズ,ウェッズ (7551.T)
7552.T,ハピネット,ハピネット (7552.T)
7554.T,幸楽苑,幸楽苑 (7554.T)
7555.T,大田花き,大田花き (7555.T)
7561.T,ハークスレイ,ハークスレイ (7561.T)
7562.T,安楽亭,安楽亭 (7562.T)
7564.T,ワークマン,ワークマン (7564.T)
7565.T,萬世電機,萬世電機 (7565.T)
7567.T,栄電子,栄電子 (7567.T)
7570.T,橋本総業ホールディングス,橋本総業ホールディングス (7570.T)
7571.T,ヤマノホールディングス,ヤマノホールディングス (7571.T)
7575.T,日本ライフライン,日本ライフライン (7575.T)
7578.T,ニチリョク,ニチリョク (7578.T)
7581.T,サイゼリヤ,サイゼリヤ (7581.T)
7585.T,かんなん丸,かんなん丸 (7585.T)
7590.T,タカショー,タカショー (7590.T)
7593.T,ＶＴホールディングス,ＶＴホールディングス (7593.T)
7595.T,アルゴグラフィックス,アルゴグラフィックス (7595.T)
7596.T,魚力,魚力 (7596.T)
7599.T,ＩＤＯＭ,ＩＤＯＭ (7599.T)
7600.T,日本エム・ディ・エム,日本エム・ディ・エム (7600.T)
7601.T,ポプラ,ポプラ (7601.T)
7602.T,レダックス,レダックス (7602.T)
7603.T,ジーイエット,ジーイエット (7603.T)
7604.T,梅の花グループ,梅の花グループ (7604.T)
7606.T,ユナイテッドアローズ,ユナイテッドアローズ (7606.T)
7607.T,進和,進和 (7607.T)
7608.T,エスケイジャパン,エスケイジャパン (7608.T)
7609.T,ダイトロン,ダイトロン (7609.T)
7610.T,テイツー,テイツー (7610.T)
7611.T,ハイデイ日高,ハイデイ日高 (7611.T)
7613.T,シークス,シークス (7613.T)
7614.T,オーエムツーネットワーク,オーエムツーネットワーク (7614.T)
7615.T,京都きもの友禅ホールディングス,京都きもの友禅ホールディングス (7615.T)
7616.T,コロワイド,コロワイド (7616.T)
7619.T,田中商事,田中商事 (7619.T)
7621.T,うかい,うかい (7621.T)
7624.T,ＮａＩＴＯ,ＮａＩＴＯ (7624.T)
7625.T,グローバルダイニング,グローバルダイニング (7625.T)
7628.T,オーハシテクニカ,オーハシテクニカ (7628.T)
7630.T,壱番屋,壱番屋 (7630.T)
7634.T,星医療酸器,星医療酸器 (7634.T)
7635.T,杉田エース,杉田エース (7635.T)
7636.T,ハンズマン,ハンズマン (7636.T)
7637.T,白銅,白銅 (7637.T)
7638.T,ＮＥＷ　ＡＲＴ　ＨＯＬＤＩＮＧＳ,ＮＥＷ　ＡＲＴ　ＨＯＬＤＩＮＧＳ (7638.T)
7640.T,トップカルチャー,トップカルチャー (7640.T)
7643.T,ダイイチ,ダイイチ (7643.T)
7646.T,ＰＬＡＮＴ,ＰＬＡＮＴ (7646.T)
7649.T,スギホールディングス,スギホールディングス (7649.T)
7670.T,オーウエル,オーウエル (7670.T)
7673.T,ダイコー通産,ダイコー通産 (7673.T)
7674.T,ＮＡＴＴＹ　ＳＷＡＮＫＹホールディングス,ＮＡＴＴＹ　ＳＷＡＮＫＹホールディングス (7674.T)
7677.T,ヤシマキザイ,ヤシマキザイ (7677.T)
7678.T,あさくま,あさくま (7678.T)
7679.T,薬王堂ホールディングス,薬王堂ホールディングス (7679.T)
7680.T,軽自動車館,軽自動車館 (7680.T)
7681.T,レオクラン,レオクラン (7681.T)
7682.T,浜木綿,浜木綿 (7682.T)
7683.T,ダブルエー,ダブルエー (7683.T)
7685.T,ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ (7685.T)
7686.T,ひとまいる,ひとまいる (7686.T)
7687.T,ミクリード,ミクリード (7687.T)
7689.T,コパ・コーポレーション,コパ・コーポレーション (7689.T)
7690.T,カレント自動車,カレント自動車 (7690.T)
7691.T,Ｃ　Ｃｈａｎｎｅｌ,Ｃ　Ｃｈａｎｎｅｌ (7691.T)
7692.T,アースインフィニティ,アースインフィニティ (7692.T)
7693.T,北海道歯科産業,北海道歯科産業 (7693.T)
7694.T,いつも,いつも (7694.T)
7695.T,交換できるくん,交換できるくん (7695.T)
7698.T,アイスコ,アイスコ (7698.T)
7699.T,オムニ・プラス・システム・リミテッド　ＪＤＲ,オムニ・プラス・システム・リミテッド　ＪＤＲ (7699.T)
7701.T,島津製作所,島津製作所 (7701.T)
7702.T,ＪＭＳ,ＪＭＳ (7702.T)
7707.T,プレシジョン・システム・サイエンス,プレシジョン・システム・サイエンス (7707.T)
7709.T,クボテック,クボテック (7709.T)
7711.T,助川電気工業,助川電気工業 (7711.T)
7713.T,シグマ光機,シグマ光機 (7713.T)
7715.T,長野計器,長野計器 (7715.T)
7716.T,ナカニシ,ナカニシ (7716.T)
7717.T,ブイ・テクノロジー,ブイ・テクノロジー (7717.T)
7718.T,スター精密,スター精密 (7718.T)
7719.T,東京衡機,東京衡機 (7719.T)
7721.T,東京計器,東京計器 (7721.T)
7722.T,国際計測器,国際計測器 (7722.T)
7723.T,愛知時計電機,愛知時計電機 (7723.T)
7725.T,インターアクション,インターアクション (7725.T)
7726.T,黒田精工,黒田精工 (7726.T)
7727.T,オーバル,オーバル (7727.T)
7729.T,東京精密,東京精密 (7729.T)
7730.T,マニー,マニー (7730.T)
7731.T,ニコン,ニコン (7731.T)
7733.T,オリンパス,オリンパス (7733.T)
7734.T,理研計器,理研計器 (7734.T)
7735.T,ＳＣＲＥＥＮホールディングス,ＳＣＲＥＥＮホールディングス (7735.T)
7739.T,キヤノン電子,キヤノン電子 (7739.T)
7740.T,タムロン,タムロン (7740.T)
7741.T,ＨＯＹＡ,ＨＯＹＡ (7741.T)
7743.T,シード,シード (7743.T)
7744.T,ノーリツ鋼機,ノーリツ鋼機 (7744.T)
7745.T,Ａ＆Ｄホロンホールディングス,Ａ＆Ｄホロンホールディングス (7745.T)
7746.T,岡本硝子,岡本硝子 (7746.T)
7747.T,朝日インテック,朝日インテック (7747.T)
7749.T,メディキット,メディキット (7749.T)
7751.T,キヤノン,キヤノン (7751.T)
7752.T,リコー,リコー (7752.T)
7760.T,ＩＭＶ,ＩＭＶ (7760.T)
7762.T,シチズン時計,シチズン時計 (7762.T)
7769.T,リズム,リズム (7769.T)
7771.T,日本精密,日本精密 (7771.T)
7774.T,ジャパン・ティッシュエンジニアリング,ジャパン・ティッシュエンジニアリング (7774.T)
7775.T,大研医器,大研医器 (7775.T)
7776.T,セルシード,セルシード (7776.T)
7777.T,スリー・ディー・マトリックス,スリー・ディー・マトリックス (7777.T)
7779.T,ＣＹＢＥＲＤＹＮＥ,ＣＹＢＥＲＤＹＮＥ (7779.T)
7780.T,メニコン,メニコン (7780.T)
7781.T,平山ホールディングス,平山ホールディングス (7781.T)
7782.T,シンシア,シンシア (7782.T)
7791.T,ドリームベッド,ドリームベッド (7791.T)
7792.T,コラントッテ,コラントッテ (7792.T)
7793.T,イメージ・マジック,イメージ・マジック (7793.T)
7794.T,イーディーピー,イーディーピー (7794.T)
7795.T,ＫＹＯＲＩＴＳＵ,ＫＹＯＲＩＴＳＵ (7795.T)
7800.T,アミファ,アミファ (7800.T)
7803.T,ブシロード,ブシロード (7803.T)
7804.T,ビーアンドピー,ビーアンドピー (7804.T)
7805.T,プリントネット,プリントネット (7805.T)
7806.T,ＭＴＧ,ＭＴＧ (7806.T)
7807.T,幸和製作所,幸和製作所 (7807.T)
7808.T,シー・エス・ランバー,シー・エス・ランバー (7808.T)
7809.T,壽屋,壽屋 (7809.T)
7810.T,クロスフォー,クロスフォー (7810.T)
7811.T,中本パックス,中本パックス (7811.T)
7812.T,クレステック,クレステック (7812.T)
7813.T,プラッツ,プラッツ (7813.T)
7814.T,日本創発グループ,日本創発グループ (7814.T)
7815.T,東京ボード工業,東京ボード工業 (7815.T)
7817.T,パラマウントベッドホールディングス,パラマウントベッドホールディングス (7817.T)
7818.T,トランザクション,トランザクション (7818.T)
7819.T,粧美堂,粧美堂 (7819.T)
7820.T,ニホンフラッシュ,ニホンフラッシュ (7820.T)
7821.T,前田工繊,前田工繊 (7821.T)
7822.T,永大産業,永大産業 (7822.T)
7823.T,アートネイチャー,アートネイチャー (7823.T)
7826.T,フルヤ金属,フルヤ金属 (7826.T)
7827.T,オービス,オービス (7827.T)
7831.T,ウイルコホールディングス,ウイルコホールディングス (7831.T)
7832.T,バンダイナムコホールディングス,バンダイナムコホールディングス (7832.T)
7833.T,アイフィスジャパン,アイフィスジャパン (7833.T)
7836.T,アビックス,アビックス (7836.T)
7837.T,アールシーコア,アールシーコア (7837.T)
7839.T,ＳＨＯＥＩ,ＳＨＯＥＩ (7839.T)
7840.T,フランスベッドホールディングス,フランスベッドホールディングス (7840.T)
7841.T,遠藤製作所,遠藤製作所 (7841.T)
7844.T,マーベラス,マーベラス (7844.T)
